Site,Year,Date,X,Y,x,y,status,height.cm,tag,notes
HM,2020,6/18/2020,5,5,0.18,0.96,H,1,,
HM,2020,6/18/2020,3,5,0.97,0.88,H,12,,
HM,2020,6/18/2020,2,5,0.86,0.46,H,11,,
HM,2020,6/18/2020,2,5,0.33,0.43,H,12,,
HM,2020,6/18/2020,1,5,0.48,1,H,10,,
HM,2020,6/18/2020,1,5,0.79,0.88,H,10,,
HM,2020,6/18/2020,0,5,0.77,0.8,H,5,,
HM,2020,6/18/2020,0,8,0.09,0.9,H,7,,
HM,2020,6/18/2020,0,8,0.65,0.58,H,12,,
HM,2020,6/18/2020,0,8,0.46,0.6,H,7,,
HM,2020,6/18/2020,1,8,0.68,0.11,H,5,,
HM,2020,6/18/2020,1,8,0.84,0.31,H,4,,
HM,2020,6/18/2020,1,8,0.3,0.67,H,8,,
HM,2020,6/18/2020,1,8,0.35,0.67,H,5,,
HM,2020,6/18/2020,1,8,0.47,0.74,H,4,,
HM,2020,6/18/2020,1,8,0.51,0.8,H,2,,
HM,2020,6/18/2020,1,8,0.73,0.19,H,6,,
HM,2020,6/18/2020,1,8,0.86,0.33,H,2,,
HM,2020,6/18/2020,2,8,0.09,0.15,H,8,,
HM,2020,6/18/2020,2,8,0.18,0.12,H,5,,
HM,2020,6/18/2020,2,8,0.22,0.3,H,5,,
HM,2020,6/18/2020,2,8,0.05,0.39,H,6,,
HM,2020,6/18/2020,2,8,0.21,0.69,H,6,,
HM,2020,6/18/2020,3,8,0.7,0.2,H,8,,
HM,2020,6/18/2020,3,8,0.96,0.11,H,12,,
HM,2020,6/18/2020,3,8,0.98,0.49,H,1,,
HM,2020,6/18/2020,4,8,0.39,0.26,H,3,,
HM,2020,6/18/2020,5,8,0.95,0.08,H,2,,
HM,2020,6/18/2020,8,8,0.33,0.07,H,16,,
HM,2020,6/18/2020,9,8,0.59,0.25,H,1,,
HM,2020,6/18/2020,0,9,0.83,0.52,H,6,,
HM,2020,6/18/2020,0,9,0.98,0.62,H,11,,
HM,2020,6/18/2020,1,9,0.77,0.6,H,13,,
HM,2020,6/18/2020,1,9,0.44,0.23,H,4,,
HM,2020,6/18/2020,1,9,0.03,0.04,H,4,,
HM,2020,6/18/2020,2,9,0.67,0.6,H,7,,
HM,2020,6/18/2020,3,9,0.72,0.67,H,6,,
HM,2020,6/18/2020,3,9,0.72,0.87,H,1,,
HM,2020,6/18/2020,3,9,0.6,0.19,H,4,,
HM,2020,6/18/2020,3,9,0.88,0.114,H,10,,
HM,2020,6/18/2020,3,9,0.87,0.79,H,8,,
HM,2020,6/18/2020,9,9,0.23,0.98,H,1,,
HM,2020,6/18/2020,9,9,0.48,0.88,H,2,,
HM,2020,6/18/2020,9,9,0.12,0.16,H,1,,
HM,2020,6/18/2020,8,9,0.25,0.04,H,1,,
HM,2020,6/18/2020,8,9,0.33,0.16,H,1,,
HM,2020,6/18/2020,8,9,0.66,0.79,H,10,,
HM,2020,6/18/2020,7,9,0.19,0.24,H,2,,
HM,2020,6/18/2020,7,9,0.17,0.31,H,1,,
HM,2020,6/18/2020,7,9,0.26,0.36,H,10,,
HM,2020,6/18/2020,7,9,0.83,0.47,H,9,,
HM,2020,6/18/2020,7,9,0.43,0.29,H,4,,
HM,2020,6/18/2020,6,9,0.91,0.09,H,1,,
HM,2020,6/18/2020,6,9,0.92,0.13,H,1,,
HM,2020,6/18/2020,6,9,0.88,0.25,H,2,,
HM,2020,6/18/2020,6,9,0.89,0.28,H,2,,
HM,2020,6/18/2020,6,9,0.75,0.33,H,14,,
HM,2020,6/18/2020,6,9,0.36,0.58,H,15,,
HM,2020,6/18/2020,6,9,0.06,0.96,H,7,,
HM,2020,6/18/2020,5,9,0.65,0.26,H,4,,
HM,2020,6/18/2020,5,9,0.55,0.69,H,1,,
HM,2020,6/18/2020,5,9,0.96,0.52,H,1,,
HM,2020,6/18/2020,4,9,0.87,0.64,H,14,,
HM,2020,6/18/2020,4,9,0.77,0.59,H,8,,
HM,2020,6/18/2020,4,9,0.29,0.64,H,2,,
HM,2020,6/18/2020,4,9,0.3,0.71,H,2,,
HM,2020,6/18/2020,4,9,0.29,0.62,H,1,,
HM,2020,6/18/2020,4,9,0.33,0.71,H,1,,
HM,2020,6/18/2020,1,3,0.69,0.42,H,9,,
HM,2020,6/18/2020,1,3,0.82,0.9,H,9,,
HM,2020,6/18/2020,1,3,0.62,0.78,H,1,,
HM,2020,6/18/2020,1,3,0.3,0.99,H,6,,
HM,2020,6/18/2020,2,3,0.04,0.3,H,5,,
HM,2020,6/18/2020,2,3,0.06,0.22,H,6,,
HM,2020,6/18/2020,2,3,0.38,0.18,H,3,,
HM,2020,6/18/2020,2,3,0.89,0.47,H,3,,
HM,2020,6/18/2020,2,3,0.51,0.85,H,5,,
